CMDLINE 'C:\Program Files\Python39\python.exe' artificialneuralnetwork.py
MEM 1.722656 1741794537.8131
MEM 15.199219 1741794537.9172
MEM 23.667969 1741794538.0293
MEM 29.546875 1741794538.1391
MEM 35.343750 1741794538.2511
MEM 40.121094 1741794538.3618
MEM 45.375000 1741794538.4716
MEM 48.125000 1741794538.5824
MEM 54.089844 1741794538.6934
MEM 59.625000 1741794538.8054
MEM 66.386719 1741794538.9174
MEM 68.898438 1741794539.0274
MEM 73.835938 1741794539.1389
MEM 77.527344 1741794539.2496
MEM 83.214844 1741794539.3616
MEM 88.378906 1741794539.4716
MEM 95.058594 1741794539.5827
MEM 110.304688 1741794539.6927
MEM 193.113281 1741794539.8047
MEM 275.621094 1741794539.9166
MEM 304.667969 1741794540.0286
MEM 314.769531 1741794540.1406
MEM 322.503906 1741794540.2516
MEM 329.710938 1741794540.3636
MEM 339.660156 1741794540.4757
MEM 351.062500 1741794540.5876
MEM 362.214844 1741794540.6986
MEM 373.175781 1741794540.8096
MEM 384.472656 1741794540.9207
MEM 395.667969 1741794541.0320
MEM 405.480469 1741794541.1440
MEM 414.769531 1741794541.2536
MEM 422.035156 1741794541.3642
MEM 407.914062 1741794541.4762
MEM 416.480469 1741794541.5872
MEM 271.320312 1741794541.6982
MEM 158.019531 1741794541.8102
MEM 182.910156 1741794541.9203
MEM 190.097656 1741794542.0313
MEM 199.429688 1741794542.1427
MEM 204.027344 1741794542.2547
MEM 166.308594 1741794542.3657
MEM 166.328125 1741794542.4767
MEM 169.054688 1741794542.5880
MEM 172.355469 1741794542.6965
MEM 177.730469 1741794542.8058
MEM 177.730469 1741794542.9169
MEM 177.960938 1741794543.0279
MEM 193.906250 1741794543.1395
MEM 181.117188 1741794543.2488
MEM 181.214844 1741794543.3600
MEM 181.742188 1741794543.4689
MEM 182.464844 1741794543.5809
MEM 182.464844 1741794543.6905
MEM 182.464844 1741794543.8025
MEM 182.464844 1741794543.9145
MEM 182.464844 1741794544.0255
MEM 181.761719 1741794544.1349
MEM 182.859375 1741794544.2470
MEM 182.859375 1741794544.3579
MEM 182.882812 1741794544.4690
MEM 183.039062 1741794544.5810
MEM 183.039062 1741794544.6919
MEM 182.343750 1741794544.8023
MEM 182.949219 1741794544.9143
MEM 182.968750 1741794545.0235
MEM 198.613281 1741794545.1345
MEM 183.406250 1741794545.2465
MEM 183.406250 1741794545.3573
MEM 203.910156 1741794545.4670
MEM 183.398438 1741794545.5790
MEM 183.421875 1741794545.6891
MEM 183.421875 1741794545.8007
MEM 183.421875 1741794545.9128
MEM 183.609375 1741794546.0239
MEM 183.019531 1741794546.1338
MEM 183.953125 1741794546.2459
MEM 184.101562 1741794546.3568
MEM 184.101562 1741794546.4678
MEM 184.121094 1741794546.5799
MEM 184.234375 1741794546.6919
MEM 184.234375 1741794546.8039
MEM 184.234375 1741794546.9159
MEM 185.335938 1741794547.0273
MEM 185.949219 1741794547.1393
MEM 196.562500 1741794547.2513
MEM 185.972656 1741794547.3633
MEM 185.972656 1741794547.4753
MEM 200.550781 1741794547.5873
MEM 185.972656 1741794547.6983
MEM 185.972656 1741794547.8093
MEM 185.433594 1741794547.9192
MEM 186.785156 1741794548.0299
MEM 186.804688 1741794548.1419
MEM 186.804688 1741794548.2539
MEM 187.089844 1741794548.3644
MEM 187.363281 1741794548.4764
MEM 187.363281 1741794548.5884
MEM 187.429688 1741794548.6994
MEM 187.429688 1741794548.8100
MEM 187.300781 1741794548.9221
MEM 188.328125 1741794549.0342
MEM 188.363281 1741794549.1445
MEM 188.363281 1741794549.2565
MEM 188.750000 1741794549.3678
MEM 189.601562 1741794549.4798
MEM 189.601562 1741794549.5918
MEM 189.621094 1741794549.7028
MEM 189.648438 1741794549.8148
MEM 186.988281 1741794549.9256
MEM 188.148438 1741794550.0376
MEM 188.148438 1741794550.1472
MEM 188.746094 1741794550.2575
MEM 188.746094 1741794550.3682
MEM 188.746094 1741794550.4791
MEM 189.070312 1741794550.5906
MEM 188.371094 1741794550.7016
MEM 188.371094 1741794550.8136
MEM 188.414062 1741794550.9256
MEM 188.417969 1741794551.0376
MEM 188.417969 1741794551.1496
MEM 188.609375 1741794551.2606
MEM 188.507812 1741794551.3726
MEM 188.507812 1741794551.4846
MEM 188.527344 1741794551.5966
MEM 197.402344 1741794551.7076
MEM 187.398438 1741794551.8175
MEM 188.589844 1741794551.9295
MEM 188.597656 1741794552.0405
MEM 187.566406 1741794552.1527
MEM 188.496094 1741794552.2647
MEM 209.625000 1741794552.3744
MEM 187.722656 1741794552.4846
MEM 188.742188 1741794552.5956
MEM 188.761719 1741794552.7066
MEM 188.761719 1741794552.8186
MEM 188.812500 1741794552.9297
MEM 188.500000 1741794553.0417
MEM 188.500000 1741794553.1534
MEM 188.582031 1741794553.2644
MEM 188.582031 1741794553.3754
MEM 188.582031 1741794553.4874
MEM 191.265625 1741794553.5994
MEM 188.929688 1741794553.7114
MEM 188.929688 1741794553.8234
MEM 191.335938 1741794553.9339
MEM 189.738281 1741794554.0459
MEM 189.800781 1741794554.1579
MEM 189.800781 1741794554.2699
MEM 190.015625 1741794554.3814
MEM 191.222656 1741794554.4934
MEM 191.222656 1741794554.6026
MEM 191.222656 1741794554.7139
MEM 213.003906 1741794554.8255
MEM 191.894531 1741794554.9355
MEM 191.894531 1741794555.0475
MEM 202.355469 1741794555.1595
MEM 191.531250 1741794555.2702
MEM 190.355469 1741794555.3822
MEM 190.355469 1741794555.4922
MEM 190.433594 1741794555.6041
MEM 195.746094 1741794555.7159
MEM 201.437500 1741794555.8259
MEM 189.718750 1741794555.9366
MEM 189.734375 1741794556.0486
MEM 207.726562 1741794556.1606
MEM 189.175781 1741794556.2714
MEM 190.035156 1741794556.3834
MEM 190.222656 1741794556.4954
MEM 190.222656 1741794556.6071
MEM 190.605469 1741794556.7182
MEM 190.085938 1741794556.8273
MEM 190.085938 1741794556.9389
MEM 190.109375 1741794557.0509
MEM 209.042969 1741794557.1629
MEM 189.199219 1741794557.2745
MEM 190.152344 1741794557.3865
MEM 190.175781 1741794557.4975
MEM 190.175781 1741794557.6083
MEM 190.214844 1741794557.7185
MEM 190.484375 1741794557.8283
MEM 190.484375 1741794557.9403
MEM 190.597656 1741794558.0519
MEM 190.804688 1741794558.1616
MEM 202.503906 1741794558.2726
MEM 190.804688 1741794558.3826
MEM 190.917969 1741794558.4926
MEM 190.179688 1741794558.6046
MEM 191.136719 1741794558.7159
MEM 191.140625 1741794558.8279
MEM 191.140625 1741794558.9399
MEM 191.164062 1741794559.0496
MEM 210.109375 1741794559.1613
MEM 190.656250 1741794559.2727
MEM 191.750000 1741794559.3838
MEM 191.753906 1741794559.4958
MEM 191.753906 1741794559.6078
MEM 192.000000 1741794559.7195
MEM 192.488281 1741794559.8293
MEM 192.488281 1741794559.9413
MEM 192.488281 1741794560.0517
MEM 197.769531 1741794560.1630
MEM 206.074219 1741794560.2749
MEM 192.382812 1741794560.3869
MEM 192.406250 1741794560.4988
MEM 213.523438 1741794560.6108
MEM 195.472656 1741794560.7224
MEM 195.800781 1741794560.8344
MEM 195.800781 1741794560.9464
MEM 195.800781 1741794561.0584
MEM 195.800781 1741794561.1691
MEM 189.371094 1741794561.2787
MEM 190.273438 1741794561.3883
MEM 190.277344 1741794561.5003
MEM 190.277344 1741794561.6113
MEM 190.746094 1741794561.7208
MEM 190.199219 1741794561.8329
MEM 190.199219 1741794561.9449
MEM 189.367188 1741794562.0564
MEM 190.437500 1741794562.1685
MEM 211.656250 1741794562.2804
MEM 190.597656 1741794562.3925
MEM 190.617188 1741794562.5039
MEM 190.968750 1741794562.6149
MEM 190.968750 1741794562.7259
MEM 191.128906 1741794562.8379
MEM 212.269531 1741794562.9508
MEM 189.746094 1741794563.0608
MEM 190.746094 1741794563.1724
MEM 190.773438 1741794563.2844
